strain,resistance,mecA,no_of_SCCmec,single_gene_prediction,whole_cassette_prediction,wcp_pident,agreement
1280_12404,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_8138,MSSA,False,0,,,0.0,True
1280_3359,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),99.77,True
1280_3621,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.78,True
1280_4013,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,True
1280_4408,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.43,True
1410913_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.9,True
1280_4375,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.11,True
1280_4473,MSSA,False,0,,,0.0,True
1280_3869,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.93,True
1280_4454,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
46170_364,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_4747,MSSA,False,0,,,0.0,True
1280_27467,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
46170_461,MSSA,False,0,,,0.0,True
1280_4766,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.57,True
1280_25141,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.99,True
1280_4511,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1412748_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.65,True
1280_3888,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1421848_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.56,True
1412764_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1280_27505,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1280_16210,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_8750,MSSA,False,0,,,0.0,True
1280_16001,MSSA,False,0,,,0.0,True
1280_4661,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_4044,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1280_4521,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.51,True
1409782_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.53,True
1280_4462,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
46170_346,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,True
46170_347,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1409529_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1411539_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1412809_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.25,True
1280_4648,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1280_16128,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.87,True
1280_4772,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1417161_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_11680,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_13683,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1409702_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.46,True
1410712_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1410912_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.9,True
1280_14678,MSSA,False,0,,,0.0,True
1280_12332,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,True
1280_21676,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.02,True
1417193_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1280_3574,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.87,True
1409658_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,True
1412697_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.78,True
1280_4671,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.36,True
1280_4033,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_21677,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.02,True
1280_29071,MSSA,False,0,,,0.0,True
1280_4493,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,True
1280_12319,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
1280_4010,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_4002,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,True
1418351_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_4928,MSSA,False,0,,,0.0,True
1280_12556,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,True
1280_4487,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
46170_156,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1421835_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,True
1410744_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1409735_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.98,True
1409566_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.0,True
1280_4461,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),96.42,True
1411601_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.35,True
1411528_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1280_4739,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.88,True
1417141_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.83,True
1280_12385,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_4761,MSSA,False,0,,,0.0,True
1280_16308,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_4413,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1280_11683,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_12609,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,True
1280_4429,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.98,True
1280_16309,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1417120_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,True
1409718_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.47,True
1280_3940,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.22,True
1409592_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.29,False
1409398_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.35,True
1280_3932,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,True
1280_7414,MSSA,False,0,,,0.0,True
46170_175,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.74,True
1409534_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.44,True
1421861_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.41,True
1411559_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.49,True
1280_8269,MSSA,False,0,,,0.0,True
1280_4387,MSSA,False,0,,,0.0,True
553594_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),98.05,True
1410818_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_4992,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
46170_174,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1412655_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1280_3922,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.14,True
1280_2219,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.33,True
1280_12541,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1280_4758,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.04,True
1280_12427,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,True
1417138_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.29,True
1417041_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1417169_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
1410837_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1409743_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,True
1280_10872,MSSA,False,0,,,0.0,True
1280_4450,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.33,True
1280_4439,MSSA,False,0,,,0.0,True
1280_19784,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),97.33,True
1409515_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,True
644279_4,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),82.95,True
1417101_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1280_4470,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1280_3910,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1280_4781,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.29,True
1280_4711,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.52,True
1280_4364,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
1418295_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1411530_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.09,True
1280_4767,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.68,True
1410820_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
46170_1025,MSSA,False,0,,,0.0,True
1280_12491,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_4664,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1409667_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1280_4496,MSSA,False,0,,,0.0,True
1280_4061,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_4674,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1409505_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1409614_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.52,True
543539_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.34,True
1417106_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),77.66,False
1280_8407,MSSA,False,0,,,0.0,True
1280_4502,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.64,True
1280_4654,MSSA,False,0,,,0.0,True
1280_4475,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.89,True
1280_4419,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.81,True
1412673_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.65,False
1280_4045,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.32,True
1280_4023,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1280_4783,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.78,True
1280_4492,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_4733,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,True
1412704_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
1280_3967,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1412665_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.52,True
1409602_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1410684_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.77,False
1280_3717,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.12,True
1280_4972,MSSA,False,0,,,0.0,True
1417202_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1280_4835,MSSA,False,0,,,0.0,True
1417153_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1421863_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.06,True
1280_23614,MSSA,False,0,,,0.0,True
1410857_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,True
1280_13679,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1280_16761,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),99.74,True
1421888_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.38,True
1280_4770,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1280_3900,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.17,True
1418385_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,True
1280_11676,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
1280_3821,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.21,True
1280_4400,MSSA,False,0,,,0.0,True
1280_12544,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,True
1280_4377,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1280_12343,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_3914,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_18639,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.48,True
1412657_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1280_17773,MSSA,False,0,,,0.0,True
1280_3977,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.96,True
46170_178,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.86,True
1280_9976,MSSA,False,0,,,0.0,True
1280_27506,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_4378,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_17873,MSSA,False,0,,,0.0,True
1280_12363,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1280_12365,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.64,True
1280_4340,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4685,MSSA,False,0,,,0.0,True
1280_10459,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),99.49,True
1280_17967,MSSA,False,0,,,0.0,True
1280_4728,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_11679,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_21784,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_27497,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
1280_4990,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1417216_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1280_28646,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_4431,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.21,False
1280_12291,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
46170_356,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1410718_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.19,True
1280_15933,MSSA,False,0,,,0.0,True
1280_4489,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_4724,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.0,True
1410878_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1280_3811,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.39,True
1280_4438,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1410776_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1417092_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
1280_4365,MSSA,False,0,,,0.0,True
1417197_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.41,True
1409396_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.44,True
1388667_3,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_IV(2B),91.87,True
1280_17980,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.35,True
1412742_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
1409512_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1417166_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_3620,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.82,True
1409526_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
46170_345,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1417103_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.83,True
1157003_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1410690_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4058,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1412659_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.94,False
1409420_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_12295,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1409524_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1280_4422,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,True
1280_3947,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1409622_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1418342_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.54,True
1409724_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1417143_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_12457,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1280_8535,MSSA,False,0,,,0.0,True
1411564_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1412725_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3839,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_11678,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_4524,MSSA,False,0,,,0.0,True
1412799_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.08,True
1410859_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_8149,MSSA,False,0,,,0.0,True
1280_3926,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_13676,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),92.92,True
1410734_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,True
1280_25115,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),51.76,False
1418370_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.38,True
46170_160,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1421882_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),93.64,True
1280_4523,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1411558_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,True
1280_4937,MSSA,False,0,,,0.0,True
1280_23313,MRSA,True,1,SCCmec_type_II(2A),SCCmec_type_II(2A),54.5,True
1280_3352,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1241616_6,MSSA,False,0,,,0.0,True
1280_17982,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.63,True
1409436_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.12,False
1280_27484,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.86,True
1418369_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.29,True
1412627_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1409503_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1280_27495,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_12292,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1280_11656,MSSA,False,0,,,0.0,True
1280_4394,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
46170_354,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1280_4399,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1280_21137,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.28,False
1418339_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1418395_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.52,True
1156995_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_8134,MSSA,False,0,,,0.0,True
1417102_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.31,True
1417147_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.83,True
1280_5958,MRSA,True,Multiple,SCCmec_type_VI(4B),SCCmec_type_VIII(4A),72.57,False
1280_3859,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,True
1280_4457,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_16170,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.64,True
1421878_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
46170_170,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
1421880_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_12342,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_16137,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,True
1280_12423,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.74,True
1280_3837,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1409427_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,True
1280_30863,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_4860,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1411532_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1411561_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
93061_132,MSSA,False,0,,,0.0,True
1409781_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1280_17834,MSSA,False,0,,,0.0,True
